Название,Цена,Артикул,Описание,Ссылка
PS2-30M60-15N21-C4,2 004 руб.,4673759513549,"Индуктивный датчик, М30, L-60 мм, Sn 15 мм, не заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m60-15n21-c4
PS2-30M60-15N31-C4,2 004 руб.,4673759513556,"Индуктивный датчик, М30, L-60 мм, Sn 15 мм, не заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m60-15n31-c4
PS2-30M60-15N41-C4,2 004 руб.,4673759513563,"Индуктивный датчик, М30, L-60 мм, Sn 15 мм, не заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, разъем/М12/4-конт.",https://mega-k.com/products/ps2-30m60-15n41-c4
PS2-30M65-10B11-K,1 728 руб.,4673759505643,"Индуктивный датчик, М30, L-65 мм, Sn 10 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m65-10b11-k
PS2-30M65-10B21-K,1 728 руб.,4673759511316,"Индуктивный датчик, М30, L-65 мм, Sn 10 мм, заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m65-10b21-k
PS2-30M65-10B31-K,1 728 руб.,4673759505674,"Индуктивный датчик, М30, L-65 мм, Sn 10 мм, заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m65-10b31-k
PS2-30M65-10B41-K,1 728 руб.,4673759513570,"Индуктивный датчик, М30, L-65 мм, Sn 10 мм, заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m65-10b41-k
PS2-30M65-10B51-K,1 788 руб.,4673759505681,"Индуктивный датчик, М30, L-65 мм, Sn 10 мм, заподлицо, PNP, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/ps2-30m65-10b51-k
PS2-30M65-10B61-K,1 788 руб.,4673759511873,"Индуктивный датчик, М30, L-65 мм, Sn 10 мм, заподлицо, NPN, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/ps2-30m65-10b61-k
PS2-30M65-15N11-K,1 728 руб.,4673759505704,"Индуктивный датчик, М30, L-65 мм, Sn 15 мм, не заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m65-15n11-k
PS2-30M65-15N21-K,1 728 руб.,4673759505711,"Индуктивный датчик, М30, L-65 мм, Sn 15 мм, не заподлицо, NPN, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m65-15n21-k
PS2-30M65-15N31-K,1 728 руб.,4673759505728,"Индуктивный датчик, М30, L-65 мм, Sn 15 мм, не заподлицо, PNP, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m65-15n31-k
PS2-30M65-15N41-K,1 728 руб.,4673759513587,"Индуктивный датчик, М30, L-65 мм, Sn 15 мм, не заподлицо, NPN, размыкающий, NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m65-15n41-k
PS2-30M65-15N51-K,1 788 руб.,4673759505735,"Индуктивный датчик, М30, L-65 мм, Sn 15 мм, не заподлицо, PNP, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/ps2-30m65-15n51-k
PS2-30M65-15N61-K,1 788 руб.,4673759505742,"Индуктивный датчик, М30, L-65 мм, Sn 15 мм, не заподлицо, NPN, переключающий, NO+NC, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/4x0,2/ 2 м.",https://mega-k.com/products/ps2-30m65-15n61-k
PS2-30M68-10B11-Z,1 728 руб.,4673759505759,"Индуктивный датчик, М30, L-68 мм, Sn 10 мм, заподлицо, PNP, замыкающий, NO, -25...+75 °C, 10...30 V DC, кабель ПВХ 5,5 мм/3x0,35/ 2 м.",https://mega-k.com/products/ps2-30m68-10b11-z
